id,district,winner,Reg_Voters,Amuriat,Amuriat_Oboi_Patrick_VOTES,Kabuleta,Kabuleta_Kiiza_Joseph_VOTES,Kalembe,Kalembe_Nancy_Linda_VOTES,Katumba,Katumba_John_VOTES,Kyagulanyi,Kyagulanyi_Ssentamu_Robert_VOTES,Mao,Mao_Norbert_VOTES,Mayambala,Mayambala_Willy_VOTES,Mugisha,Mugisha_Muntu_Gregg_VOTES,Mwesigye,Mwesigye_Fred_VOTES,Tumukunde,Tumukunde_Henry_Kakurugu_VOTES,Museveni,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,Valid_Votes,,Invalid_Votes,,Total_Votes,perct,Received_Station
#N/A,KITAGWENDA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,76037,459,0.603653484,67,0.088114997,178,0.234096558,113,0.14861186,4488,5.902389626,54,0.071018057,19,0.024987835,617,0.811447059,87,0.114417981,171,0.224890514,40417,53.15438537,46670,61.37801334,3161,4.157186633,47861,62.94435604,168/168
57,KITGUM,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,99234,2561,2.580768688,606,0.610677792,459,0.46254308,294,0.296269424,14869,14.98377572,3322,3.347642945,500,0.503859564,582,0.586492533,336,0.338593627,571,0.575407622,26880,27.08749017,50980,51.37352117,3161,3.185400165,55439,55.86694077,198/198
58,KOBOKO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,92845,545,0.586999838,322,0.346814583,247,0.266034789,149,0.160482525,10719,11.5450482,247,0.266034789,215,0.231568744,342,0.368355862,155,0.166944908,555,0.597770478,34410,37.06176962,47906,51.59782433,3161,3.404599063,50839,54.75685282,190/190
59,KOLE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,119437,938,0.785351273,510,0.427003357,373,0.312298534,371,0.310624011,15937,13.34343629,468,0.391838375,141,0.118053869,447,0.374255884,274,0.229409647,619,0.518264859,46900,39.26756365,66978,56.07809975,3161,2.646583555,70175,58.75482472,224/225
60,KOTIDO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,61086,423,0.692466359,141,0.23082212,165,0.270110991,135,0.220999902,2823,4.621353502,210,0.343777625,1214,1.98736208,234,0.383066496,230,0.376518351,957,1.566643748,32310,52.89264316,38842,63.58576433,3161,5.174671774,43688,71.51884229,153/154
61,KUMI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,119112,25139,21.10534623,327,0.274531533,215,0.180502384,289,0.242628786,2105,1.767244274,164,0.13768554,111,0.093189603,314,0.263617436,164,0.13768554,325,0.272852441,38234,32.09920075,67387,56.57448452,3161,2.653804822,70723,59.37520989,215/215
#N/A,KWANIA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,87587,992,1.132588169,393,0.448696724,319,0.3642093,238,0.271729823,13041,14.88919589,318,0.363067579,148,0.168974848,368,0.420153676,322,0.367634466,679,0.775229201,36364,41.51757681,53182,60.71905648,3161,3.608983068,56002,63.93871237,160/160
62,KWEEN,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,47080,662,1.406117247,46,0.097706032,112,0.237892948,47,0.099830076,4005,8.506796941,133,0.282497876,28,0.059473237,49,0.104078165,30,0.063721325,105,0.223024639,27467,58.3411215,32684,69.42225998,3161,6.714103653,33722,71.62701784,152/152
63,KYANKWANZI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,108311,163,0.150492563,77,0.071091579,94,0.086787122,112,0.103405933,24529,22.64682258,74,0.068321777,21,0.019388612,134,0.123717813,138,0.127410882,155,0.143106425,39859,36.80050964,65356,60.34105493,3161,2.918447803,67865,62.65753248,255/255
64,KYEGEGWA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,138528,451,0.325565951,60,0.043312543,103,0.074353199,171,0.123440748,10656,7.692307692,74,0.053418803,25,0.018046893,422,0.304631555,100,0.072187572,338,0.243993994,69129,49.90254678,81529,58.85380573,3161,2.281849157,84569,61.04830792,255/255
65,KYENJOJO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,215012,986,0.458579056,249,0.11580749,284,0.132085651,350,0.162781612,15158,7.049839079,106,0.049299574,53,0.024649787,728,0.338585753,138,0.064182464,334,0.155340167,110869,51.56409875,129255,60.11524938,3161,1.470150503,133999,62.32163786,459/459
#N/A,KYOTERA,Kyagulanyi_Ssentamu_Robert_VOTES,124872,183,0.146550067,46,0.036837722,124,0.099301685,131,0.104907425,49132,39.34589019,210,0.168172208,25,0.020020501,151,0.120923826,74,0.059260683,102,0.081683644,25598,20.49939138,75776,60.68293933,3161,2.531392146,78055,62.5080082,219/224
66,LAMWO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,65223,1183,1.813777348,545,0.835594806,679,1.041043804,220,0.337304325,8621,13.21772994,1981,3.037272128,185,0.283642273,403,0.617880196,250,0.38330037,452,0.693007068,19322,29.62451896,33841,51.88507122,3161,4.846449872,36678,56.23476381,169/171
67,LIRA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,103180,1070,1.037022679,563,0.545648381,541,0.52432642,321,0.311106804,18093,17.53537507,1044,1.011823997,366,0.354719907,569,0.551463462,349,0.338243846,780,0.755960457,36908,35.77049816,60604,58.73618918,3161,3.063578213,63486,61.52936616,175/175
67,LIRA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,111772,1523,1.362595283,453,0.405289339,496,0.443760512,326,0.291665176,17495,15.65239953,578,0.517124146,108,0.096625273,359,0.321189564,219,0.195934581,386,0.345345883,30271,27.08281144,52214,46.71474072,3161,2.828078589,54354,48.62935261,183/183
68,LUUKA,Kyagulanyi_Ssentamu_Robert_VOTES,116094,361,0.310954916,73,0.06288008,487,0.419487657,107,0.092166693,31842,27.42777405,107,0.092166693,34,0.029286613,137,0.118007821,82,0.070632419,183,0.157630885,27520,23.70492876,60933,52.48591658,3161,2.722793598,63383,54.59627543,227/227
69,LUWERO,Kyagulanyi_Ssentamu_Robert_VOTES,257115,459,0.17851934,176,0.06845186,256,0.099566342,393,0.152849892,103782,40.36403944,289,0.112401066,101,0.039282033,298,0.115901445,184,0.071563308,211,0.082064446,41166,16.0107345,147315,57.29537367,3161,1.229410964,151964,59.10351399,471/471
70,LWENGO,Kyagulanyi_Ssentamu_Robert_VOTES,139772,287,0.205334402,132,0.094439516,132,0.094439516,182,0.13021206,47742,34.15705578,121,0.086569556,32,0.022894428,155,0.110894886,64,0.045788856,160,0.11447214,36411,26.05028189,85418,61.11238302,3161,2.261540223,88105,63.03479953,270/270
71,LYANTONDE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,51076,117,0.229070405,61,0.119429869,30,0.058736001,69,0.135092803,7726,15.12647819,25,0.048946668,24,0.046988801,137,0.268227739,57,0.111598402,58,0.113556269,23967,46.9241914,32271,63.18231655,3161,6.188816665,33069,64.74469418,111/112
#N/A,MADI_OKOLLO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,63404,722,1.138729418,384,0.605640023,348,0.548861271,273,0.430572204,7611,12.00397451,241,0.380102202,116,0.182953757,534,0.842218157,178,0.280739386,898,1.416314428,25779,40.65831809,37084,58.48842344,3161,4.985489874,39498,62.29575421,121/121
72,MANAFWA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,79924,1598,1.999399429,110,0.137630749,128,0.160152145,91,0.113858165,13740,17.19133177,104,0.130123617,32,0.040038036,66,0.08257845,132,0.165156899,128,0.160152145,32999,41.28797357,49128,61.46839498,3161,3.955007257,50977,63.78184275,211/211
73,MARACHA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,101182,1100,1.087149888,364,0.359747781,840,0.830187187,282,0.278705699,10127,10.0086972,388,0.383467415,248,0.245102884,527,0.520843628,263,0.259927655,493,0.487240814,33674,33.28062304,48306,47.74169319,3161,3.124073452,53070,52.45004052,202/202
74,MASAKA,Kyagulanyi_Ssentamu_Robert_VOTES,55626,83,0.149210801,26,0.046740733,58,0.104267788,70,0.125840434,23132,41.58487038,95,0.170783447,9,0.016179484,61,0.10966095,59,0.106065509,51,0.091683745,11317,20.34480279,34961,62.85010607,3161,5.68259447,36148,64.98400029,95/95
74,MASAKA,Kyagulanyi_Ssentamu_Robert_VOTES,122339,212,0.173288976,25,0.020435021,43,0.035148236,131,0.107079509,53444,43.6851699,204,0.166749769,10,0.008174008,105,0.085827087,36,0.02942643,46,0.037600438,14992,12.25447323,69248,56.6033726,3161,2.58380402,70791,57.86462207,188/188
75,MASINDI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,154805,1117,0.721552921,2721,1.757695165,191,0.123381028,282,0.182164659,20879,13.48729046,203,0.131132715,97,0.062659475,358,0.23125868,314,0.202835826,411,0.265495301,55604,35.91873647,82177,53.08420271,3161,2.04192371,86541,55.9032331,269/269
76,MAYUGE,Kyagulanyi_Ssentamu_Robert_VOTES,231116,1005,0.434846571,194,0.083940532,754,0.326243099,423,0.183024974,62938,27.2322124,216,0.093459561,104,0.044999048,313,0.135429827,208,0.089998096,540,0.233648904,50932,22.03741844,117627,50.89522145,3161,1.367711452,122114,52.83667076,437/437
77,MBALE,Kyagulanyi_Ssentamu_Robert_VOTES,108400,1309,1.207564576,170,0.156826568,321,0.296125461,159,0.146678967,28935,26.69280443,135,0.124538745,69,0.063653137,170,0.156826568,137,0.126383764,190,0.175276753,37106,34.23062731,68701,63.37730627,3161,2.916051661,71304,65.77859779,240/240
77,MBALE,Kyagulanyi_Ssentamu_Robert_VOTES,147774,2037,1.378456291,117,0.079174956,249,0.168500548,239,0.161733458,42267,28.60246051,173,0.117070662,48,0.032482033,147,0.099476227,193,0.130604843,182,0.123161043,29717,20.1097622,75369,51.00288278,3161,2.13907724,78497,53.11962862,276/276
78,MBARARA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,84209,660,0.783764206,108,0.128252325,82,0.097376765,259,0.307568075,4586,5.445973708,57,0.067688727,12,0.014250258,792,0.940517047,83,0.098564286,190,0.22562909,49807,59.14688454,56636,67.25646902,3161,3.753755537,58055,68.94156207,159/159
78,MBARARA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,114511,1428,1.247041769,116,0.101300312,114,0.099553755,513,0.447991896,12662,11.057453,65,0.056763106,34,0.029691471,1581,1.380653387,53,0.046283763,386,0.33708552,36466,31.84497559,53418,46.64879357,3161,2.760433495,55074,48.09494284,195/195
79,MITOOMA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,111839,1827,1.633598298,129,0.115344379,220,0.196711344,466,0.416670392,6561,5.866468763,101,0.09030839,37,0.033083271,1356,1.212457193,67,0.059907546,388,0.346927279,54935,49.11971674,66087,59.09119359,3161,2.826384356,67798,60.62107136,259/259
80,MITYANA,Kyagulanyi_Ssentamu_Robert_VOTES,176029,307,0.174403081,85,0.048287498,90,0.051127939,256,0.145430582,72955,41.44487556,260,0.147702935,37,0.021019264,189,0.107368672,81,0.046015145,194,0.110209113,38163,21.67995046,112617,63.97639025,3161,1.79572684,116133,65.97378841,337/337
81,MOROTO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,38004,211,0.555204715,111,0.292074518,60,0.157878118,45,0.118408589,1417,3.728554889,66,0.17366593,94,0.247342385,67,0.176297232,68,0.178928534,952,2.504999474,21342,56.15724661,24433,64.29060099,3161,8.317545522,26658,70.14524787,99/99
82,MOYO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,45367,483,1.064650517,191,0.421010867,149,0.328432561,75,0.165318403,4648,10.24533251,200,0.440849075,37,0.081557079,164,0.361496242,172,0.379130205,146,0.321819825,18227,40.17678048,24492,53.98637776,3161,6.967619635,26034,57.38532413,81/81
83,MPIGI,Kyagulanyi_Ssentamu_Robert_VOTES,135726,332,0.244610465,64,0.047153825,112,0.082519193,182,0.134093689,60815,44.80718506,160,0.117884562,27,0.01989302,138,0.101675434,73,0.053784831,150,0.110516776,22333,16.45447446,84386,62.17379131,3161,2.328956869,86944,64.05847074,245/245
84,MUBENDE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,196565,350,0.178058149,135,0.068679572,100,0.050873757,196,0.099712563,40980,20.84806553,133,0.067662097,49,0.024928141,328,0.166865922,178,0.090555287,343,0.174496986,71834,36.54465444,114626,58.31455244,3161,1.608119452,120287,61.19451581,383/383
85,MUKONO,Kyagulanyi_Ssentamu_Robert_VOTES,355275,1148,0.32312997,270,0.075997467,372,0.104707621,856,0.240940117,134591,37.88361129,525,0.147772852,117,0.032932236,600,0.168883259,185,0.052072338,248,0.069805081,48062,13.52811203,186974,52.62796425,3161,0.889733305,191329,53.85377524,602/619
#N/A,NABILATUK,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,21367,15,0.070201713,3,0.014040343,3,0.014040343,3,0.014040343,272,1.272991061,7,0.032760799,6,0.028080685,2,0.009360228,8,0.037440914,38,0.177844339,16038,75.05967146,16395,76.73047222,3161,14.79384097,16931,79.23901343,58/58
86,NAKAPIRIPIRIT,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,32661,59,0.180643581,19,0.058173357,24,0.073482135,19,0.058173357,978,2.994396987,25,0.07654389,9,0.0275558,23,0.070420379,31,0.094914424,129,0.394966474,22029,67.44741435,23345,71.47668473,3161,9.678209485,24490,74.98239491,78/78
87,NAKASEKE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,107133,130,0.121344497,69,0.064405925,65,0.060672249,124,0.115743982,32063,29.92822006,204,0.190417518,32,0.029869415,97,0.090541663,64,0.059738829,172,0.160548104,38009,35.47833067,71029,66.29983292,3161,2.950538116,73925,69.00301494,253/253
88,NAKASONGOLA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,89647,286,0.319029081,55,0.061351746,90,0.100393767,130,0.145013219,18213,20.31635191,58,0.064698205,20,0.022309726,98,0.109317657,73,0.0814305,110,0.122703493,35823,39.96006559,54956,61.3026649,3161,3.526052182,57372,63.99767979,193/193
89,NAMAYINGO,Kyagulanyi_Ssentamu_Robert_VOTES,107234,1011,0.942797993,281,0.262043755,404,0.376746181,178,0.165992129,27651,25.78566499,129,0.120297667,165,0.153869109,227,0.211686592,253,0.235932633,242,0.225674693,27341,25.49657758,57882,53.97728332,3161,2.947759106,60992,56.87748289,216/216
#N/A,NAMISINDWA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,97191,791,0.813861366,91,0.093630069,122,0.125526026,81,0.08334105,12780,13.14936568,61,0.062763013,67,0.068936424,100,0.102890185,530,0.545317982,138,0.141988456,40563,41.73534587,55324,56.92296612,3161,3.252358757,58675,60.37081623,254/254
90,NAMUTUMBA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,121149,537,0.443255825,219,0.180769136,595,0.491130756,157,0.129592485,27504,22.70262239,151,0.124639906,131,0.108131309,196,0.161784249,350,0.288900445,224,0.184896285,38427,31.71879256,68491,56.53451535,3161,2.609183732,71427,58.95797737,243/243
91,NAPAK,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,56678,354,0.624580966,23,0.040580119,26,0.045873178,22,0.038815766,912,1.609089947,43,0.07586718,110,0.194078831,66,0.116447299,34,0.059988002,463,0.816895444,32490,57.32382935,34543,60.94604608,3161,5.57711987,37372,65.93740076,145/145
92,NEBBI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,130508,2271,1.740123211,369,0.282741288,425,0.325650535,328,0.251325589,15421,11.81613388,761,0.583106016,223,0.170870751,448,0.343273976,563,0.431391179,469,0.359364943,47285,36.23149539,68563,52.53547675,3161,2.422073743,72642,55.66095565,241/241
93,NGORA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,72976,14618,20.03124315,320,0.438500329,392,0.537162903,105,0.14388292,2237,3.065391362,165,0.226101732,67,0.091811006,156,0.21376891,184,0.252137689,268,0.367244025,24662,33.79467222,43174,59.16191625,3161,4.331561061,44943,61.58600088,121/121
94,NTOROKO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,38098,89,0.233608063,61,0.160113392,68,0.17848706,47,0.123366056,4212,11.05569846,28,0.073494672,11,0.028872907,187,0.490839414,50,0.131240485,103,0.270355399,19670,51.63000682,24526,64.37608273,3161,8.297023466,25282,66.36043887,85/85
95,NTUNGAMO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,268541,3227,1.201678701,145,0.053995479,300,0.111714785,802,0.298650858,12503,4.655899844,159,0.059208836,53,0.019736279,7110,2.647640398,218,0.08117941,677,0.252103031,161655,60.19751174,186849,69.57931936,3161,1.177101448,190770,71.0394316,481/481
96,NWOYA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,57186,809,1.414681915,327,0.571818277,396,0.69247718,192,0.335746511,5732,10.02343231,2570,4.494106949,126,0.220333648,361,0.631273389,450,0.786905886,267,0.466897492,13910,24.32413528,25140,43.96180883,3161,5.52757668,26692,46.6757598,132/132
#N/A,OBONGI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,19321,1102,5.703638528,121,0.626261581,39,0.201852906,37,0.191501475,2769,14.33155634,56,0.28984007,7,0.036230009,53,0.274312924,53,0.274312924,86,0.445111537,7676,39.72879251,11999,62.1034108,3161,16.36043683,12883,66.67874334,44/44
#N/A,OMORO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,72216,1019,1.411044644,765,1.059322034,532,0.736678852,215,0.297717957,7169,9.927162956,2805,3.884180791,201,0.278331672,409,0.566356486,197,0.272792733,231,0.319873712,20902,28.94372438,34445,47.69718622,3161,4.377146339,37002,51.23795281,158/158
97,OTUKE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,48541,502,1.034177293,195,0.401722255,124,0.255454152,143,0.294596321,4949,10.19550483,175,0.360519973,63,0.12978719,165,0.339918832,73,0.150388332,225,0.463525679,25464,52.45874621,32078,66.08434107,3161,6.512020766,34019,70.0830226,130/130
98,OYAM,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,184088,1450,0.787666768,587,0.318869236,1762,0.957150928,545,0.296054061,27351,14.85756812,819,0.444895919,236,0.128199557,992,0.538872713,490,0.266177046,939,0.510082135,62292,33.83816436,97463,52.94370084,3161,1.717113554,102874,55.88305593,334/334
99,PADER,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,82298,1570,1.907701281,590,0.716906851,545,0.662227515,353,0.428929014,8292,10.07557899,2757,3.350020657,469,0.569880191,495,0.601472697,267,0.324430727,817,0.992733724,28233,34.30581545,44388,53.9356971,3161,3.840919585,47632,57.87746968,215/215
#N/A,PAKWACH,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,78801,1557,1.97586325,163,0.206850167,242,0.307102702,117,0.148475273,12576,15.95918834,261,0.331214071,220,0.279184274,205,0.260148983,162,0.205581147,312,0.395934062,32354,41.0578546,48169,61.12739686,3161,4.011370414,48169,61.12739686,142/142
100,PALLISA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,131370,10031,7.635685469,259,0.197153079,348,0.264900662,194,0.147674507,16362,12.45489838,270,0.205526376,361,0.274796377,283,0.21542209,535,0.407246708,465,0.353962092,53788,40.94389891,82896,63.10116465,3161,2.406181015,86834,66.0988049,277/277
101,RAKAI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,135169,219,0.162019398,58,0.042909247,129,0.095436084,122,0.090257382,33267,24.61141238,99,0.073241646,33,0.024413882,232,0.171636988,105,0.077680533,214,0.158320325,47288,34.98435292,81766,60.49168078,3161,2.338553958,84961,62.85538844,223/226
#N/A,RUBANDA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,111615,1908,1.709447655,112,0.100344936,183,0.163956457,553,0.49545312,5735,5.138198271,104,0.09317744,35,0.031357792,635,0.568919948,122,0.109304305,517,0.463199391,67263,60.26340546,77167,69.13676477,3161,2.832056623,79056,70.82918963,223/223
102,RUBIRIZI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,73848,490,0.663525079,178,0.241035641,78,0.105622359,224,0.30332575,6338,8.582493771,79,0.106976492,24,0.032499188,515,0.697378399,85,0.115101289,360,0.487487813,39686,53.74011483,48057,65.07556061,3161,4.280413823,49363,66.84405807,136/136
#N/A,RUKIGA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,60965,1630,2.673665218,81,0.132863118,162,0.265726236,234,0.383826786,3959,6.493889937,34,0.055769704,30,0.049208562,390,0.63971131,113,0.185352251,328,0.538013614,31251,51.26055934,38212,62.67858607,3161,5.18494218,39795,65.27515788,115/115
103,RUKUNGIRI,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,185118,18204,9.833727676,204,0.110199981,336,0.18150585,1432,0.773560648,6501,3.511814086,150,0.081029397,83,0.044836267,936,0.50562344,149,0.080489201,2980,1.60978403,77410,41.81657105,108385,58.54914163,3161,1.707559503,112443,60.74125693,404/404
#N/A,RWAMPARA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,70346,679,0.965229011,50,0.071077247,84,0.119409775,215,0.305632161,3710,5.273931709,37,0.052597163,17,0.024166264,539,0.76621272,39,0.055440252,102,0.144997583,35981,51.14860831,41453,58.92730219,3161,4.49350354,42200,59.98919626,157/157
105,SERERE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,130290,26722,20.50963236,1200,0.921022335,414,0.317752706,232,0.178064318,6013,4.615089416,251,0.192647172,123,0.094404789,617,0.473558984,378,0.290122035,771,0.59175685,38555,29.5916801,75276,57.77573106,3161,2.426126334,79152,60.7506332,240/240
106,SHEEMA,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,129151,2409,1.865258496,343,0.265580599,334,0.258612012,866,0.670532942,8851,6.853218326,119,0.092140208,53,0.041037235,1646,1.274477162,138,0.10685167,349,0.270226324,65220,50.49902827,80328,62.19696324,3161,2.447522667,82529,63.90116995,251/251
107,SIRONKO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,132465,8541,6.447740913,97,0.07322689,233,0.17589552,124,0.093609633,28900,21.81708376,199,0.150228362,31,0.023402408,124,0.093609633,115,0.086815385,252,0.190238931,43275,32.66900691,81891,61.82085834,3161,2.386290718,81898,61.82614275,390/391
108,SOROTI,Amuriat_Oboi_Patrick_VOTES,92720,19758,21.30931838,505,0.544650561,491,0.529551337,469,0.505823986,5196,5.603968939,184,0.198446937,166,0.17903365,298,0.321397757,324,0.349439172,338,0.364538395,34590,37.30586713,62319,67.21203624,3161,3.409188956,65310,70.43787748,171/173
108,SOROTI,Amuriat_Oboi_Patrick_VOTES,56019,13200,23.56343383,158,0.282047163,123,0.219568361,79,0.141023581,3984,7.111872757,95,0.169585319,94,0.167800211,115,0.205287492,44,0.078544779,452,0.806869098,12031,21.47664185,30375,54.22267445,3161,5.64272836,31627,56.45763045,99/99
104,SSEMBABULE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,132240,236,0.1784634,45,0.034029038,145,0.109649123,119,0.089987901,33524,25.35087719,75,0.056715064,24,0.01814882,155,0.117211131,91,0.068814277,109,0.082425892,45234,34.20598911,79757,60.31231095,3161,2.390350877,82054,62.0493043,271/286
#N/A,TEREGO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,95118,1344,1.41298177,580,0.609768919,484,0.508841649,965,1.014529321,16720,17.57816607,705,0.741184634,243,0.25547215,1329,1.397211884,458,0.481507181,814,0.855779137,24718,25.98666919,48360,50.8421119,3161,3.323240606,52857,55.56992367,170/170
109,TORORO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,268434,8876,3.306585604,881,0.328199855,682,0.254066176,521,0.194088677,54556,20.32380399,561,0.208989919,143,0.05327194,657,0.2447529,485,0.180677559,893,0.332670228,86248,32.13005804,154503,57.55716489,3161,1.177570651,160295,59.71486473,481/481
110,WAKISO,Kyagulanyi_Ssentamu_Robert_VOTES,1154857,3730,0.322983711,772,0.066848103,753,0.065202878,2520,0.218208835,425002,36.8012663,1101,0.095336479,140,0.012122713,2764,0.239336992,529,0.045806537,1684,0.14581892,122505,10.60780685,561500,48.62073833,3161,0.273713542,574018,49.70468205,1433/1434
111,YUMBE,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,113855,1129,0.991612138,368,0.323218128,371,0.325853059,181,0.158974134,16890,14.83465812,265,0.232752185,129,0.113302007,304,0.26700628,299,0.262614729,528,0.463747749,50686,44.51802732,71150,62.49176584,3161,2.776338325,75225,66.07087963,335/335
112,ZOMBO,Yoweri_Museveni_Tibuhaburwa_Kaguta_VOTES,123432,1260,1.020804978,421,0.341078489,434,0.351610603,310,0.251150431,9111,7.381392184,1176,0.952751312,207,0.167703675,498,0.403461015,305,0.247099618,606,0.490958584,45578,36.92559466,59906,48.53360555,3161,2.560924234,64591,52.32921771,220/220
